TICKER_SYMBOL,END_DATE,LDBL,LXBZBS,ZCFZL,CHZZL,ZCBCL,CHZLDZCB,CQZBSYL,YYMLL,YSL,YSZKZZL,YYSR,YYCB,YYSJJFJ,YWFY,ZCJZSS,LRZE,FLAG
28956,1,1.2236,3.52316,0.51529,2.51839,0.05556,0.44573,0.10295,0.96295,0.2639,0.13572,3603329340,2345159426,28616314.57,1107202114,3709374.63,160498203.2,0
29690,1,3.06543,4.92482,0.23971,2.82624,0.23012,0.20818,0.28219,0.87298,0.1433,0.20557,282258940.4,140432102.5,3867579.4,58935187.47,-183082.12,80712335.39,0
31035,1,0.66595,-2.29372,0.83502,1.42114,-0.04239,0.58283,-0.1483,0.93169,0.0077,0.05102,3722069701,3531409580,59641833.04,776515208.1,59408938.37,-673832107.2,0
38567,1,1.37863,34.49098,0.58725,0.95516,0.09358,0.41219,0.20472,0.90644,0.14818,0.1806,287815872.5,185292842.1,1423190.53,45757908.75,1600099.6,57187839.89,0
40307,1,3.6766,2.60944,0.24258,18.14536,0.266,0.09623,0.34584,0.6574,0.16497,0.08659,16582461563,13781729478,80752078.74,1040316302,30364124.18,1788028157,0
43064,1,1.25504,1.06737,0.61917,11.20846,0.11712,0.05316,0.25988,0.44114,0.10204,0.49105,5543853869,3990189090,23765084.63,546534521.8,245557079.3,587317134.1,0
46234,1,2.82411,5.94044,0.22301,3.23675,0.1976,0.24088,0.25049,0.72644,0.18659,0.24761,4801481663,3118455342,28855397.23,512893385.7,16791472.03,1134445967,0
48653,1,1.29846,2.87017,0.3556,6.31723,0.22201,0.34952,0.32427,0.9984,0.14813,0.23304,457858279.8,337154448,4027632.21,61951688.79,2339036.09,61396584.43,0
50357,1,0.83664,-2.54405,0.62224,20.74272,-0.03196,0.22126,-0.05839,0.86578,-0.00546,0.08282,1657210234,1547194032,2155539.31,143384205.8,67028918.55,-46878671.02,0
51412,1,3.03238,2.37227,0.2209,5.34601,0.10419,0.18107,0.1311,0.63414,0.21527,0.1765,2605713782,1990792563,11423872.48,372573134.1,4037795.1,242203780.2,0
59849,1,0.63475,2.87656,0.69581,5.79819,0.09579,0.30983,0.28235,0.89495,0.1673,0.39315,700275600,537160400,2713000,118076800,4381500,50672600,0
60127,1,4.74778,-1.29311,0.15903,3.95605,-0.0037,0.05024,-0.00437,1.193,0,0.07573,139940815.1,121822931.2,537987.74,29345521.49,-306735.03,-13670474.81,0
61598,1,1.9277,2.72781,0.41715,4.21954,0.0684,0.24395,0.10476,0.97885,0.10996,0.32904,2720257767,2220329920,14165254.22,398653122.6,12064550.75,161368005.5,0
73338,1,2.2896,1.03664,0.42414,0.81041,0.03395,0.48887,0.05374,0.70548,0.2707,0.28834,1844386078,957284268.7,15737736.08,780397350.7,42742346.31,49508886.43,0
75332,1,0.8787,2.0439,0.4504,11.05191,0.08422,0.17952,0.15324,0.24968,0.32643,0.12366,660151463.8,579714820.4,1445196.98,102475564.9,1053339.79,41752785.7,0
76021,1,0.78253,-0.47732,0.78777,3.20293,0.01562,0.19679,0.04519,0.84354,0.16395,0.08183,5715303917,4889716345,24219839.3,919378918,98555415.82,-216166178.5,0
79499,1,1.34782,1.77418,0.47211,4.59097,0.07093,0.23032,0.12078,0.84769,0.17085,0.4927,1822645900,1408801197,8372107.85,299376951.9,-175055.83,108646919.8,0
80746,1,6.0974,7.43147,0.10596,1.93915,0.1424,0.18839,0.15652,1.02263,0.14195,0.16682,266418565.2,146676455.7,2260025.64,38958775.2,1672127.86,91591283.25,0
81575,1,1.30224,2.57392,0.53387,3.4078,0.06764,0.24148,0.1425,0.95394,0.14184,0.38483,2070039314,1653722151,9744434.2,272695848.8,3942118.33,143098113.8,0
83794,1,23.50916,0.27163,0.0465,2.11542,0.01218,0.04965,0.01267,-0.09652,0.36681,0.0677,433621613.4,268467856.1,2887178.63,195554293.1,17484022,7388377.02,0
85820,1,3.61404,0.5181,0.19717,3.61001,0.09573,0.26873,0.11697,0.39414,0.13238,0.09001,2302526391,1870287206,128412432,207764361.9,7310806.46,95964728.34,0
87157,1,1.53321,2.6979,0.41462,7.19562,0.29834,0.18007,0.50533,1.18047,0.14916,0.0774,3390043695,2103922507,17043927.61,886924866.9,17875376.59,562758403,0
90125,1,14.05012,0.45027,0.04955,3.39992,0.0495,0.03811,0.05192,0.59446,0.50707,0.02085,309337001.2,161786183,3619055.6,109838718.6,10824870.25,29267679.48,0
93932,1,1.00768,0.14305,0.65409,14.21506,0.04941,0.1352,0.06128,1.1767,0.25101,0.0457,12045852832,9381491217,44184625.8,2495285858,16412801.94,154608445.8,0
97182,1,0.95386,15.08157,0.40621,1.25456,0.10407,0.17171,0.14003,0.88737,0.16728,0.30676,218631429.8,29932010.23,2048822.25,134393466.6,308762.25,55357781.72,0
97965,1,1.41458,23.57757,0.51266,6.45555,0.19104,0.21981,0.37945,1.0516,0.13579,0.58942,1163313644,904054820.6,5883283.97,110862390.9,5905753.81,166228541.9,0
104072,1,3.83724,2.22297,0.19138,3.35426,0.04806,0.47873,0.05823,0.91323,0.25509,0.07908,1242869226,1052279529,7342215.64,153245829,4811501.54,32405823.68,0
104549,1,1.01075,3.53956,0.52499,2.50355,0.16413,0.51677,0.29717,0.85889,0.16083,0.20177,1309584204,908030470.7,8670632.13,212332891.3,7677876.67,198484813.5,0
105671,1,1.27827,10.25964,0.50796,7.2631,0.10475,0.14721,0.21149,0.87472,0.14229,0.49829,980114888.2,745962921.1,8545039.69,122796637.8,1599545.97,103218720.5,0
106527,1,0.93665,0.56931,0.50594,5.1007,0.0201,0.5096,0.04035,0.61463,0.33119,0.01352,10786859722,10240292267,25280879.99,435430832.4,44813879.93,61133584.13,0
106869,1,5.44135,3.36485,0.13491,4.62215,0.1291,0.09994,0.14751,0.88758,0.12877,0.18922,684352214,453992917.4,3650819.7,91421953.25,2204100.5,144015469.9,0
110297,1,2.71468,1.76883,0.15095,6.37753,0.21634,0.20068,0.2546,0.71769,0.26133,0.1975,1772064457,1082039982,18858884.05,384439695.3,-2185242.58,286455848.9,0
110930,1,1.48321,10.45549,0.48173,2.32925,0.08132,0.43642,0.14257,0.95329,0.10566,0.17334,1143429289,876380281.4,460317.38,171440163.5,1538616.33,100419588,0
114023,1,1.4756,0.40428,0.46686,3.29864,0.02906,0.40078,0.05388,-0.59249,-0.17187,0.19819,3548694779,3001825017,13512426.34,618151272.8,21404519.32,27948824.51,0
123968,1,1.01999,0.48994,0.67929,5.85189,0.03152,0.30139,0.06878,0.99972,0.45119,0.3125,5271772960,4737755134,26568549.79,466777044,12991637.25,50399839.22,0
124250,1,1.64015,1.27761,0.44296,4.61685,0.04171,0.19603,0.07078,1.0996,0.05759,0.24743,4164704615,3425003432,16951723.16,610481378.4,1849679.46,131425508,0
126057,1,1.59774,16.72011,0.30264,7.18341,0.05551,0.48526,0.07586,0.87363,0.14469,0.18861,7437710318,6726512996,19722797.12,436983278.3,23658707.88,235775630.3,0
129401,1,0.9268,1.30003,0.57652,5.99041,0.02924,0.15711,0.06653,4.49383,0.10862,0.36407,633740019.3,523186255.8,2121328.55,103333413.9,1591237.55,17684242.27,0
131509,1,4.10262,1.07462,0.18525,1.25407,0.06117,0.25459,0.07463,1.22308,0.21426,0.45538,661851892.6,437827533,4306468.08,137238115.3,19020174.31,58707733.9,0
131628,1,2.06343,2.8838,0.41814,2.02667,0.16728,0.21048,0.22019,0.86932,0.17895,0.18555,2924158460,941932048.9,39983579.18,1579888105,5197844.39,553219752.5,0
132269,1,2.56427,62.97206,0.33998,1.62631,0.2859,0.27683,0.43158,0.89031,0.14982,0.14576,251643288.9,128167739.8,2382984.65,33085017.43,-382145.95,92561585.37,0
132908,1,1.0176,0.56602,0.76965,0.91282,0.0602,0.72926,0.18143,0.65183,0.31778,0.01209,9072355382,6241545815,858194150.2,1671357877,4580823.02,300038330.2,0
133201,1,1.29113,2.33203,0.26729,2.87307,0.02713,0.34377,0.03322,0.80529,0.20762,0.29685,1261643888,1026209165,5414420.06,344625534.1,1652553.7,83335478.61,0
135231,1,1.02654,0.26782,0.60509,2.67898,0.04072,0.49805,0.074,0.74173,0.3214,0.13049,1844192075,1587861860,4135505.42,235723830.1,1188253.89,22176946.87,0
139337,1,4.3262,27.66483,0.19174,4.26858,0.11822,0.26827,0.14541,0.87596,0.12778,0.28634,566317929.3,465622878.5,2529319.07,38989990.66,2102221.31,57361567.81,0
141151,1,5.89793,3.12953,0.10367,6.28325,0.06644,0.13374,0.07403,0.85097,0.16604,0.32469,684982845.9,568921204.3,3567651.07,52554071.53,5635564.44,56331622.14,0
141318,1,3.23853,4.15618,0.22114,1.50445,0.04912,0.23952,0.05976,1.16595,0.14428,0.25278,291528279.9,187657701.5,4493181.33,70748283.17,2387448.25,35755285.99,0
151160,1,5.20384,74.80037,0.16867,4.44109,0.19771,0.1751,0.2273,0.95801,0.12914,0.35023,302313767.4,186163604.5,2229249.96,48555505.21,2667965.63,68946542.46,0
152199,1,1.38159,2.22361,0.45652,4.29475,0.49034,0.38013,0.8848,0.76436,0.25972,0.10603,2681748200,1609070700,25381700,594371200,5760600,541224800,0
153891,1,3.80807,4.83328,0.18362,4.46501,0.123,0.19632,0.14888,0.80827,0.16939,0.56954,642971609.6,468380469,3389957.12,82589647.69,4978853.03,82286547.83,0
153899,1,2.53869,1.97569,0.29257,2.73608,0.27098,0.22162,0.38304,0.84263,0.14574,0.24182,375983617.7,214517107.3,3643643.15,74843713.61,-306985.3,85694193.04,0
155039,1,0.95952,14.44553,0.5319,3.27449,0.18294,0.35504,0.39082,1.38411,0.16688,0.0582,221107828.9,90839958.48,2685178.27,115073044.2,-1698859.98,26194552.93,0
155545,1,0.93419,3.6172,0.39169,7.40944,0.08143,0.18063,0.10102,0.92633,0.16759,0.03588,3461566901,2348050274,45761341.27,501996575.2,3884441.28,618060257.8,0
158309,1,1.32895,2.20886,0.41318,1.56801,0.04063,0.47225,0.06924,1.25928,0.17721,0.22106,1132157973,924204975.5,4077071.75,157935077.1,4429982.63,63576164.36,0
161107,1,3.70815,0.74069,0.19609,4.77539,0.03667,0.11682,0.04366,0.94879,0.16005,0.18744,2000780456,1721099694,13824520.76,189893192.9,14701723.25,80985186.44,0
165474,1,1.31164,5.08123,0.49821,2.12826,0.0728,0.43423,0.14317,0.77908,0.19266,0.27217,4193764317,3232827451,18712121.01,628087827.8,17612684.99,330062882.7,0
165939,1,2.01163,5.73501,0.40051,7.77675,0.07857,0.27145,0.11372,1.40131,0.24364,0.09434,26717965434,24531158785,40268507.34,1416511812,66846742.25,1250568054,0
166534,1,1.19243,0.39932,0.49107,2.03999,0.00804,0.39249,0.01324,-0.05472,0.52554,0.25835,919037764.5,808281751.6,8037786.55,129225547.7,-1571957.02,4939944.79,0
166659,1,4.40554,-35.03948,0.20465,1.33435,-0.07048,0.2503,-0.08793,0.69524,0.17629,0.49453,340956365.2,241000475.5,7272596.29,134061382.5,27798589.1,-59858859.12,0
167355,1,2.11177,1.97219,0.33361,0.81297,0.37326,0.45555,0.56012,0.64682,0.31599,0.00025,6087199948,1517651241,990111632.4,2086951824,7933342.87,1440639636,0
170884,1,0.80378,1.77658,0.62649,5.99688,0.2193,0.26378,0.33161,0.67859,0.14911,0.12375,20237973218,13582949180,124987791.3,2241713376,26910586.48,4425684185,0
179199,1,5.8351,686.89093,0.14821,1.37469,0.1013,0.35579,0.11874,0.73847,0.26044,0.49024,1993783368,1489076513,12357749.11,56409571.97,90670378.74,359326382.6,0
179218,1,0.74492,0.77793,0.65247,6.74167,0.06574,0.24481,0.12247,0.59333,0.30432,0.12661,10895094105,9049599549,22460174.48,1313975488,35137440.14,457032796,0
179251,1,0.97695,2.60728,0.56043,6.40926,0.10263,0.20054,0.16821,0.94911,0.12493,0.49278,359970362.2,271647863.3,2618524.07,50735214.57,512478.63,41157297.14,0
186585,1,1.20063,1.7663,0.51533,6.77248,0.0985,0.42556,0.17566,1.50533,0.0154,0.07179,1502977926,1384358839,190334.19,74071737.79,1185861.25,57284843.6,0
186893,1,1.75056,7.05322,0.35608,3.9108,0.09975,0.31249,0.15452,0.9559,0,0.38796,461881692.9,352243558.1,510311.93,64480706.79,2190199.06,40584697.02,0
188495,1,1.46153,27.27954,0.51536,0.85189,0.15839,0.50798,0.32681,0.90272,0.16291,0.28012,146673000,79340000,2435800,27848700,2562400,37190200,0
189771,1,0.76727,-0.75219,0.76507,3.06353,0.00873,0.47189,0.02702,0.85336,0.00598,0.2143,1836935573,1686322877,5401774.82,212655776.1,2315511.25,-59565591.71,0
192356,1,1.26653,1.1641,0.37038,15.53265,0.07846,0.1832,0.11351,0.84794,0.16884,0.04081,5767901400,5368397685,4960631.2,280964727.5,9769824.08,203547839.4,0
197856,1,2.96121,20.6012,0.33417,2.79507,0.12699,0.2362,0.17093,1.0561,0.13805,0.52169,264057692.7,166763963.1,1920515.95,61284703.31,1279842.72,40198616.04,0
198262,1,2.99775,3.05537,0.24318,4.07382,0.20205,0.16653,0.26334,0.87705,0.14509,0.14249,849521030,542716334,3642496.13,126285562.8,13657515,174530063.1,0
198539,1,1.33411,2.08153,0.5322,3.32612,0.05732,0.24105,0.11761,0.9076,0.19125,0.50556,1747620846,1425369204,23272313.84,187745875.3,33783118.67,100650541.2,0
200616,1,2.5648,4.56542,0.32554,1.84853,0.13721,0.20582,0.19519,0.83366,0.15914,0.37705,1319285934,817004744.3,8157374.3,157016943.2,25446308.16,317255693.8,0
201470,1,1.49664,1.84611,0.57011,2.84839,0.11192,0.12792,0.24774,0.88904,0.1344,0.19203,6288527425,4369989509,51208655.66,891447378.8,135046587.3,1061128403,0
209181,1,2.83333,3.24904,0.22251,4.04606,0.10076,0.3583,0.12874,0.86357,0.0904,0.27074,3988017888,3301824725,13115475.96,390298049.3,30675438.87,284915766.2,0
209301,1,2.69184,3.07201,0.32372,3.65846,0.17829,0.06462,0.24841,0.95206,0.16423,0.37635,739618469.4,281585354.2,9003613.93,244622453.6,21034088.54,210836172.6,0
212845,1,1.45608,5.9319,0.4417,2.90497,0.10668,0.42178,0.17726,0.86266,0.2371,0.25315,607485105.1,456483297.6,3097768.39,95129270.79,899941.02,58658368.47,0
216714,1,1.73503,3.56268,0.41031,2.40689,0.05066,0.27723,0.08254,2.29337,0.01059,0.28077,764680965.4,511095879.9,7359896.73,216774649.1,7890599.45,45216783.17,0
217951,1,1.78614,21.43788,0.3775,4.96069,0.19187,0.26505,0.29946,0.8265,0.22615,0.41751,421452421.7,308033012,2163926.17,47859649.84,736441.99,66922352.97,0
221075,1,0.7732,-2.88485,0.85492,2.87387,-0.06756,0.28899,-0.46567,0.90469,-0.00366,0.31892,888841470.5,842000457.2,5492352.52,197315807.9,18932398.73,-158589097.3,0
221324,1,1.32958,0.402,0.59331,1.99576,0.03805,0.49531,0.05728,-0.86821,0.3238,0.12396,1809205037,1597770625,13022287.55,310947352.1,4909879.06,39504908.6,0
221893,1,1.55142,1.63751,0.40109,4.78536,0.14128,0.1327,0.23583,0.91077,0.13908,0.2506,2246683130,1476530987,15352929.39,455863288.4,12380692.42,327912214,0
230192,1,1.21423,2.37161,0.59786,14.86998,0.07864,0.23891,0.18914,0.59923,0.21199,0.42742,8520037292,8119625781,8066958.12,235064381.4,11872094.79,178207089.3,0
244428,1,1.55361,3.6526,0.57667,4.45712,0.15286,0.72428,0.35134,0.79495,0.25397,0.01061,3679153966,3516789553,17986506.66,100061373.6,1908199.71,148951115.2,0
246603,1,1.87822,3.49443,0.50187,1.2046,0.15871,0.27827,0.31861,0.90497,0.15395,0.31783,159995385.1,83084162.84,1998811.43,44130300.03,446800.14,32447793.85,0
255167,1,3.99329,2.91951,0.16442,2.36631,0.07132,0.08536,0.08324,1.48042,0.12679,0.37021,208821711.4,109893903.4,873214.36,66801902.64,2445934.73,50577019.24,0
265177,1,1.20115,3.2563,0.5738,1.55397,0.06397,0.36685,0.14098,1.00087,0.1286,0.28419,465473042.5,334507083.4,1968501.22,85882034.61,5012324.57,43764309.96,0
266006,1,0.83479,0.37051,0.48601,1.61354,0.03104,0.49791,0.04225,-0.91799,0.13801,0.19132,2425489031,2107327011,19001183.18,422820216.9,17185139.47,99464728.54,0
267074,1,1.8781,3.60249,0.4473,3.66449,0.15692,0.31902,0.23379,0.80698,0.20647,0.09519,4161693562,2989876478,30889210.8,669518954.9,34559095.74,508697024.4,0
267427,1,1.30997,2.48532,0.46402,7.11096,0.09121,0.58476,0.1529,0.85251,0.1982,0.03474,8525459080,7789245585,1985503.84,548377000.7,7373733.77,230487985.6,0
273854,1,3.79218,5.37233,0.218,3.72412,0.35399,0.24816,0.45028,0.86683,0.15032,0.25496,347702134.4,217013557.2,3555279.15,40641786.37,1791817.96,86409347.39,0
275068,1,1.43584,2.5466,0.69719,3.32935,0.0787,0.38515,0.17488,0.6832,0.25786,0.34415,14829508156,12951703011,34754084.56,1207312488,-64074709.99,722798044.5,0
275701,1,1.39313,2.00803,0.3941,2.96362,0.06885,0.27457,0.1074,0.9873,0.11889,0.32436,855380275.7,644331578.6,4759286.88,140352164.1,8818174.15,72771475.39,0
278968,1,0.93179,0.5219,0.54195,10.57,0.02505,0.31205,0.04554,3.0342,0.25267,0.02424,22137874818,21308338623,14046621.07,783932286.8,12272327.04,132378554.4,0
279363,1,1.00197,0.81671,0.69786,0.49833,0.05531,0.83418,0.12324,0.56495,0.33832,0.01812,2367796090,1454822668,190092769.4,610983033.7,12245146.38,157548927.7,0
282935,1,1.68959,217.26646,0.45166,1.50719,0.13388,0.30675,0.24252,1.14236,0.15966,0.26634,219049517,111669761.5,2151469.49,73053642.33,1226975.96,42529399.46,0
284358,1,1.21103,0.46369,0.61808,4.51408,0.04324,0.13147,0.1103,2.00552,0.24621,0.56601,1956087078,1445229561,10166083.69,482684134.3,3424499,45313276.01,0
286833,1,2.98325,8.05322,0.24368,1.58057,0.19937,0.34067,0.26123,0.76593,0.25458,0.04094,1863895420,906310286.9,18195491.25,533969592.5,6237787.07,422507023.8,0
287574,1,1.35801,0.77747,0.37892,3.39329,0.03441,0.24621,0.05393,-1.60437,-0.0032,0.33145,507049283.1,384302949.5,2238502.14,120634900.1,9629132.69,14089576.57,0
288621,1,1.53195,6.10838,0.40749,3.21031,0.18046,0.21964,0.27736,0.97688,0.15675,0.55128,206432714,127577916,2700779.98,29760210.85,1349477.81,52428040.01,0
295377,1,1.4657,2.53842,0.39887,6.81859,0.19106,0.19178,0.25242,0.79713,0.16055,0.1599,895938604.7,533863156.3,8814239.18,206738834.7,958171.11,157062855.2,0
302307,1,5.9041,2.04348,0.12544,0.2824,0.03214,0.29136,0.03676,1.48721,-0.04736,0.18821,356275367.9,165807815.3,2738599.83,134087308.8,27457547.23,58727595.95,0
303193,1,2.06143,22.85313,0.4818,3.25619,0.11745,0.13571,0.19195,0.9325,0.14986,0.39782,280347200,153450000,2741000,77230500,2099000,48844000,0
303370,1,0.46364,0.09133,0.81728,6.41362,0.02796,0.37711,0.09699,-1.008,0.10984,0.07234,59652066823,56495752877,229407477.9,3331272702,83309984.47,165663069.5,0
305202,1,0.41541,0.08266,0.73348,1.58691,0.03916,0.13791,0.05601,-1.14464,0,0.13701,239598985.2,201021477.9,1624710.31,322649234.9,24430615.88,21968062.85,0
307724,1,8.86668,1.37825,0.10101,1.21682,0.12984,0.09934,0.14358,0.89836,0.14638,0.15737,224652536.5,103387144.2,1645845.21,43869114.46,3699148.59,75839495.64,0
312467,1,3.22356,3.24575,0.1653,5.2973,0.09003,0.1445,0.10743,0.92069,0.13155,0.41851,291352413.5,209215975.6,1526108.74,46113881.67,523968.96,36016031.35,0
313420,1,2.98586,2.03902,0.26011,3.20851,0.08665,0.09435,0.11621,0.99381,0.12509,0.29221,323440328.4,213980508.9,3635675.98,53990310.89,4512471.35,54104572.95,0
313817,1,1.07715,1.59713,0.56515,2.95295,0.24,0.42291,0.54792,0.82337,0.17643,0.34015,458693155.3,323256632.6,2249372.58,67963744.28,3817967.95,63112194.26,0
314022,1,1.1273,0.03191,0.77251,1.97342,0.01305,0.24379,0.03565,-0.65547,-1.76571,0.52999,9551413327,8173578695,3832588.81,1272430503,140581179.3,9592343.48,0
315165,1,1.70748,3.12235,0.43849,2.88665,0.10528,0.20311,0.16812,0.86614,0.16333,0.5125,1063814611,747535851.3,7092350.2,144134245.8,22856459.91,159306636.6,0
316109,1,1.37292,3.63515,0.48692,2.08062,0.11213,0.51309,0.18129,0.84182,0.15287,0.27785,854659700,611804400,5575300,143694700,1825500,96221000,0
316930,1,2.69025,3.1624,0.37713,0.67019,0.10685,0.27969,0.14486,0.88163,0.1443,0.12958,799091591,281788891.7,7835926.18,329513123,12164478.52,172891340.1,0
318703,1,2.66576,30.46112,0.31084,2.00006,0.20478,0.15888,0.29485,1.06115,0.12142,0.59837,167161900,82258500,1519800,26130300,4765900,63033200,0
321583,1,1.12447,0.59863,0.62065,1.78614,0.06272,0.44718,0.10116,1.1616,0.20593,0.20584,1144811153,949931637.7,5062081.11,222834041,20861505.4,65354633.54,0
325632,1,1.48638,1.58898,0.50328,16.9976,0.08083,0.06335,0.15766,0.8093,0.16777,0.41799,2113787598,1782835845,7073209.82,195843889.4,29727910.94,113388936.1,0
328651,1,3.64418,23.53593,0.11898,1.74066,0.20342,0.20454,0.22139,0.79101,0.22212,0.34933,226744884.7,96790399.35,2561329.76,100019938.2,4834573.5,179322293.5,0
329681,1,1.79965,24.43933,0.29383,9.84052,0.09012,0.23764,0.12739,1.01752,0.2893,0.05341,1845764678,1606156224,12338309.62,156034022.4,373316.76,112947673.4,0
340565,1,4.02164,1.84701,0.1547,3.72323,0.25419,0.26153,0.29759,0.86067,0.16821,0.10096,2158814375,1314201044,16822937.62,448433939,12582540.91,379509240.9,0
341099,1,0.41559,-1.49477,0.955,4.74845,-0.01979,0.26167,-0.08906,0.8691,0.00648,0.17859,8262539718,8035826269,25265974.65,1305817668,203518796.9,-1196081334,0
341651,1,0.8097,3.27259,0.49006,5.47756,0.1587,0.27835,0.27783,0.904,0.15959,0.19324,459175115.9,322273064.2,2078352.05,64528049.38,2258231.84,74002665.55,0
341952,1,1.30701,2.19829,0.70097,5.0009,0.06156,0.29687,0.16759,0.70784,0.24273,0.17843,21453512363,19334950253,59405725,1357341282,164082474,666306063.5,0
342901,1,3.35559,4.51533,0.17983,1.43539,0.11719,0.07477,0.13992,1.16879,0.1037,0.08224,419415230.3,55108176.42,6265407.2,288106402.4,634926.86,90369243.02,0
345148,1,2.44989,9.27335,0.29466,3.973,0.16042,0.21553,0.2222,0.88825,0.12752,0.36262,1039066507,740889423.5,7589136.52,107882371.6,1745252.37,183918316.4,0
345524,1,2.736,9.33363,0.31749,3.98409,0.09763,0.12786,0.13746,0.85405,0.13383,0.27326,1968161413,1348397034,9549840.8,333301527.2,78672114.37,294511911,0
346720,1,0.5733,-0.86555,0.90912,3.8748,0.00549,0.35506,0.034,0.84505,-0.12758,0.20731,2746043246,2147615923,29749210.37,671229523,31991400.13,-114709382.8,0
349646,1,3.19054,2.7149,0.41147,6.10061,0.08211,0.18888,0.10185,1.00751,0.08542,0.04171,2132553600,1773908836,140424.77,220493996.3,2011212.32,149434977.7,0
349920,1,3.65901,3.7628,0.18707,1.80136,0.01813,0.23679,0.02081,-3.79396,0.53066,0.27961,619755877.3,357225426.9,9024047.4,288384827.7,22990310.95,25480843.27,0
351390,1,1.74728,2.8792,0.38087,4.4067,0.09494,0.17557,0.15334,0.82226,0.16274,0.31514,623302812.8,334400891.7,7121479.05,236324294.3,3961480.89,45765605.13,0
355600,1,1.67375,2.06152,0.48585,11.44105,0.07997,0.24169,0.1353,0.75931,0.23816,0.13585,1.76E+11,1.68E+11,598438261,2405767615,298141633,4780133999,0
356793,1,5.48429,0.97953,0.18702,3.98781,0.0434,0.14815,0.0491,-5.21635,0.24407,0.29,289636852.1,221823734.7,845158.31,62549264.21,7056883.96,12665709.68,0
358853,1,1.19925,3.36199,0.72648,0.46136,0.2046,0.41506,0.73146,1.04605,0.16499,0.19321,451899764.9,177923051.5,8389984.56,118524822.3,12461661.99,169620944.3,0
364232,1,2.18132,14.66306,0.36083,2.17821,0.27121,0.17143,0.3716,0.85268,0.15312,0.29338,180425394.6,66772669.21,2275268.05,34303924.23,560769.81,77036173.64,0
368976,1,1.03539,2.73398,0.65687,4.18359,0.09781,0.31359,0.23789,0.9216,0.16201,0.32935,9101764288,7614408657,16142208.33,811857100.8,40552692.87,681795774.6,0
369154,1,0.46679,4.42633,0.63365,5.15695,0.14202,0.50252,0.35332,0.78859,0.22075,0.1327,3162572050,2421922096,7598851.41,342871248,37905082.42,387823681.6,0
370059,1,1.65447,14.37588,0.44889,4.51051,0.22765,0.26928,0.41091,0.7893,0.25337,0.45248,971476926,713073244.4,5270999.33,85008975.42,9936625.2,169346068.5,0
371889,1,1.40866,2.22946,0.56887,1.84854,0.03067,0.2281,0.06564,1.27132,0.10674,0.49156,793269722.2,524742301.5,3743028.15,228779996.3,11099280.66,35108236.45,0
372284,1,1.26036,1.52102,0.38959,4.14943,0.05985,0.2864,0.09535,0.95995,0.14638,0.19756,2148529367,1821033819,7277333.29,205279502.5,22295367.66,117913139.8,0
376089,1,1.01455,-1.94424,0.52772,1.79749,-0.01708,0.44719,-0.03047,0.80791,0.12816,0.21825,2272034335,2076430071,4776682.05,275392041.8,135334752.5,-203717361.3,0
378957,1,1.02712,0.82177,0.45749,4.04888,0.07444,0.39347,0.10289,0.71488,0.3984,0.23496,1117710461,892433651.4,5726842.94,171746367.6,3656976.4,66238848.87,0
381760,1,3.36068,3.54976,0.26513,4.58066,0.27215,0.11401,0.37033,1.03634,0.15747,0.428,299425535.5,168181965.9,2694135.91,66556275.94,1815340.93,76744426.74,0
